data_config,model_config,split_mode,split_value,train_config,train_r2,train_mse,train_mae,test_r2,test_mse,test_mae,train_points,test_points,train_materials,test_materials
base,sigmoid_mlp,Random_by_Material,0.2,Extreme Weighting,0.2563912272453308,0.045174404978752136,0.16447366774082184,0.1944580078125,0.04920775443315506,0.17155393958091736,1084,267,140,35
converted_slot_method,standard_mlp,Random_by_Material,0.2,MSE Loss,0.6465884447097778,0.021469833329319954,0.11246200650930405,0.38581907749176025,0.037518177181482315,0.1557161659002304,1084,267,140,35
converted_slot_method,standard_mlp,Random_by_Material,0.2,Weighted MSE Loss,0.6317695379257202,0.02237008698284626,0.10912397503852844,0.4425566792488098,0.034052275121212006,0.14316406846046448,1084,267,140,35
converted_slot_method,standard_mlp,Random_by_Material,0.2,Stronger Weighting,0.035611748695373535,0.05858680605888367,0.20444224774837494,0.08011198043823242,0.056192755699157715,0.20443108677864075,1084,267,140,35
converted_slot_method,standard_mlp,Random_by_Material,0.2,Extreme Weighting,-0.03854537010192871,0.06309186667203903,0.20948517322540283,0.006348609924316406,0.06069870665669441,0.21083271503448486,1084,267,140,35
converted_slot_method,sigmoid_mlp_temp_not_input,Random_by_Material,0.2,MSE Loss,0.6952017545700073,0.01851656474173069,0.10014872252941132,0.4864845275878906,0.03136887401342392,0.13636468350887299,1084,267,140,35
converted_slot_method,sigmoid_mlp_temp_not_input,Random_by_Material,0.2,Weighted MSE Loss,0.645538330078125,0.021533627063035965,0.10535399615764618,0.47741496562957764,0.031922902911901474,0.13696183264255524,1084,267,140,35
converted_slot_method,sigmoid_mlp_temp_not_input,Random_by_Material,0.2,Stronger Weighting,0.633867621421814,0.022242626175284386,0.10242083668708801,0.47221875190734863,0.03224031627178192,0.12927082180976868,1084,267,140,35
converted_slot_method,sigmoid_mlp_temp_not_input,Random_by_Material,0.2,Extreme Weighting,0.21263712644577026,0.04783247411251068,0.16330385208129883,0.31319642066955566,0.041954439133405685,0.1549852043390274,1084,267,140,35
converted_slot_method,sigmoid_mlp,Random_by_Material,0.2,MSE Loss,0.6785335540771484,0.019529160112142563,0.10311505943536758,0.46871620416641235,0.03245427459478378,0.14179235696792603,1084,267,140,35
converted_slot_method,sigmoid_mlp,Random_by_Material,0.2,Weighted MSE Loss,0.6685664653778076,0.020134663209319115,0.10022780299186707,0.5599690079689026,0.026879960671067238,0.12412187457084656,1084,267,140,35
converted_slot_method,sigmoid_mlp,Random_by_Material,0.2,Stronger Weighting,0.6280192136764526,0.022597920149564743,0.10538629442453384,0.46139323711395264,0.032901614904403687,0.13184241950511932,1084,267,140,35
converted_slot_method,sigmoid_mlp,Random_by_Material,0.2,Extreme Weighting,0.19534271955490112,0.048883114010095596,0.17124857008457184,0.2682102918624878,0.04470248520374298,0.16193580627441406,1084,267,140,35
converted_weighted_method_mean_std_min_and_max,standard_mlp,Random_by_Material,0.2,MSE Loss,0.6633402109146118,0.020452162250876427,0.11134140938520432,0.46802741289138794,0.03249635174870491,0.1448393166065216,1084,267,140,35
converted_weighted_method_mean_std_min_and_max,standard_mlp,Random_by_Material,0.2,Weighted MSE Loss,0.63828045129776,0.02197454683482647,0.11052077263593674,0.49209702014923096,0.031026026234030724,0.13637708127498627,1084,267,140,35
converted_weighted_method_mean_std_min_and_max,standard_mlp,Random_by_Material,0.2,Stronger Weighting,0.019558429718017578,0.05956204980611801,0.20945657789707184,0.05015665292739868,0.058022625744342804,0.210340678691864,1084,267,140,35
converted_weighted_method_mean_std_min_and_max,standard_mlp,Random_by_Material,0.2,Extreme Weighting,-0.018542885780334473,0.06187671050429344,0.21172107756137848,-0.02591526508331299,0.06266959011554718,0.21476207673549652,1084,267,140,35
converted_weighted_method_mean_std_min_and_max,sigmoid_mlp_temp_not_input,Random_by_Material,0.2,MSE Loss,0.6942556500434875,0.01857403852045536,0.10013759136199951,0.5413050651550293,0.02802007645368576,0.13348756730556488,1084,267,140,35
converted_weighted_method_mean_std_min_and_max,sigmoid_mlp_temp_not_input,Random_by_Material,0.2,Weighted MSE Loss,0.6918992400169373,0.018717192113399506,0.09726085513830185,0.5034216642379761,0.030334243550896645,0.13238933682441711,1084,267,140,35
converted_weighted_method_mean_std_min_and_max,sigmoid_mlp_temp_not_input,Random_by_Material,0.2,Stronger Weighting,0.37139439582824707,0.03818793594837189,0.16022810339927673,0.3522176742553711,0.03957076370716095,0.16623324155807495,1084,267,140,35
converted_weighted_method_mean_std_min_and_max,sigmoid_mlp_temp_not_input,Random_by_Material,0.2,Extreme Weighting,0.3280053734779358,0.04082382842898369,0.16159377992153168,0.35258668661117554,0.03954822197556496,0.16187690198421478,1084,267,140,35
converted_weighted_method_mean_std_min_and_max,sigmoid_mlp,Random_by_Material,0.2,MSE Loss,0.6981006860733032,0.018340453505516052,0.10086274147033691,0.5298663377761841,0.028718827292323112,0.13187088072299957,1084,267,140,35
converted_weighted_method_mean_std_min_and_max,sigmoid_mlp,Random_by_Material,0.2,Weighted MSE Loss,0.6668663024902344,0.02023794688284397,0.10216544568538666,0.531369686126709,0.02862699143588543,0.12510742247104645,1084,267,140,35
converted_weighted_method_mean_std_min_and_max,sigmoid_mlp,Random_by_Material,0.2,Stronger Weighting,0.38019174337387085,0.037653494626283646,0.157125324010849,0.36898499727249146,0.03854651004076004,0.1604311168193817,1084,267,140,35
converted_weighted_method_mean_std_min_and_max,sigmoid_mlp,Random_by_Material,0.2,Extreme Weighting,0.2903147339820862,0.04311354458332062,0.1575409322977066,0.36192935705184937,0.03897751495242119,0.15324945747852325,1084,267,140,35
