_id,fingerprint,doi_x,name,Ce,Sbet,calcination_temp,calcination_time,Dpore,Vtotal,calcination_flowing_gas,calcination_reactive_gas,synthesis_para,synthesis,description,particle_size_nm,crystallite_size_nm,phase_types,phase_flag,microscopy,morphology,image_path,pretreatment_temp_x,pretreatment_o2_vol%,pretreatment_time_h,osc,hierarchical,lattice_parameter_A,Zr,Cu,Ea_apparent,Ni,Pr,Sn,Hf,La,Mn,Fe,Co,Sm,Zn,Nd,Pm,Ag,Ru,Eu,Tb,Gd,Bi,Cr,Y,Ti,deposit,Sr,Sc,Yb,Nb,Al,Ga,Ho,Lu,single_phase_binary,material_id,pretreatment_temp_y,pretreatment_time,pretreatment_gas_type,adsorption_o2_vol%,adsorption_flow_ml_min,adsorption_temp,adsorption_time,ramp_rate_C_min,doi_y
6967aee05c48023e106c03e8,a65d52e4c52f40afb4a7a951273ab4c9021f1cc3,10.1016/j.ceramint.2024.07.019,CeO2 - R,1.0,69.9,500.0,4.0,3.8,0.3,0.0,0.0,"To obtain CeO2–O and CeO2-R, 3.47 g Ce(NO3)3·6H2O and 0.03 g Na3PO4·12H2O (A.R, Nanjing Chemical Reagent Co., Ltd.), as well as 1.39 g Ce(NO3)3·6H2O and 15.36 g NaOH(A.R, National Pharmaceutical Group Chemical Reagent Co., Ltd.), were separately dissolved in 64 mL of ultrapure water and stirred for 1 h and 30 min, respectively. Subsequent to this, both mixtures were transferred to an autoclave and subjected to the hydrothermal processes at 160 °C and 100 °C for 24 h, respectively. The obtained powder was then calcined in a muffle furnace under the condition of air atmosphere and heating rate of 1 °C/min until reaching 500 °C for 4 h. ",hydrothermal,nanorod,50.0,12.8,Fluorite,single,True,nanorods,TEM_20nm_6967aee05c48023e106c03e8.png,0.0,0.0,0.0,,False,5.4158,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6967aee05c48023e106c03e8,300.0,0.5,inert,5,10.0,25,0.5,20,10.1016/j.ceramint.2024.07.019
6967af0c5c48023e106c0420,92a49eac657875a560501c4d0a9b7b5949f84d9c,10.1016/j.apcatb.2016.03.030,Mn1Ce1,0.5,105.4,400.0,6.0,0.0,0.0,0.0,0.0,"MnOx-CeO2 catalysts with different Mn/Ce mole ratios (0.33–2) were prepared by a redox co-precipitation method [34]. The KMnO4 precursor dissolved in deionized water, in a 10% stoichiometric excess, was titrated with a solution of Ce(NO3)3 and Mn(NO3)2 at 60 °C under vigorous stirring, keeping pH = 8.0 ± 0.3 using a 0.2 M KOH solution. After titration, the solid was digested for 30 min at 60 °C and then filtered, repeatedly washed with hot distilled water, and dried overnight at 100 °C. Aliquots of the dried samples were further calcined in air at 400 °C (6 h).  N2 adsorption and desorption isotherms were collected on an Autosorb-6 at −198 °C.",redox coprecipitation,composite amorphous solid solution interface,5.0,,Fluorite & amorphous MnOy,multi,True,polyhedra,TEM_100nm_6967af0c5c48023e106c0420,0.0,0.0,0.0,220 umol O2 g-1,False,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6967af0c5c48023e106c0420,250.0,1.0,,20,50.0,30,1.0,20,10.1016/j.apcatb.2016.03.030
6967af0c5220ac46b014124a,f963c1adf94cec2d0d4653335ca1f2be9cb3d460,10.1016/j.apcatb.2016.03.030,Mn0.75Ce1,0.5714285714285714,94.4,400.0,6.0,0.0,0.0,0.0,0.0,"MnOx-CeO2 catalysts with different Mn/Ce mole ratios (0.33–2) were prepared by a redox co-precipitation method [34]. The KMnO4 precursor dissolved in deionized water, in a 10% stoichiometric excess, was titrated with a solution of Ce(NO3)3 and Mn(NO3)2 at 60 °C under vigorous stirring, keeping pH = 8.0 ± 0.3 using a 0.2 M KOH solution. After titration, the solid was digested for 30 min at 60 °C and then filtered, repeatedly washed with hot distilled water, and dried overnight at 100 °C. Aliquots of the dried samples were further calcined in air at 400 °C (6 h).  N2 adsorption and desorption isotherms were collected on an Autosorb-6 at −198 °C.",redox coprecipitation,composite amorphous solid solution interface,7.0,,Fluorite & amorphous MnOy,multi,,,,0.0,0.0,0.0,200 umol O2 g-1,False,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6967af0c5220ac46b014124a,250.0,1.0,,20,50.0,30,1.0,20,10.1016/j.apcatb.2016.03.030
6967af0d5220ac46b014124d,b97fe25746b5d041eac8005ad26bc0adae0a16b5,10.1016/j.apcatb.2016.03.030,Mn0.33Ce1,0.7518796992481203,77.9,400.0,6.0,0.0,0.0,0.0,0.0,"MnOx-CeO2 catalysts with different Mn/Ce mole ratios (0.33–2) were prepared by a redox co-precipitation method [34]. The KMnO4 precursor dissolved in deionized water, in a 10% stoichiometric excess, was titrated with a solution of Ce(NO3)3 and Mn(NO3)2 at 60 °C under vigorous stirring, keeping pH = 8.0 ± 0.3 using a 0.2 M KOH solution. After titration, the solid was digested for 30 min at 60 °C and then filtered, repeatedly washed with hot distilled water, and dried overnight at 100 °C. Aliquots of the dried samples were further calcined in air at 400 °C (6 h).  N2 adsorption and desorption isotherms were collected on an Autosorb-6 at −198 °C.",redox coprecipitation,composite amorphous solid solution interface,10.8,,Fluorite,single,,,,0.0,0.0,0.0,150 umol O2 g-1,False,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.24812030075187969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6967af0d5220ac46b014124d,250.0,1.0,,20,50.0,30,1.0,20,10.1016/j.apcatb.2016.03.030
697b46006f7ebc629f8d5199,f4efd5d1b41df897cae2aee764af40d958b2c997,10.1016/j.apcatb.2016.03.030,CeO2,1.0,28.6,400.0,6.0,0.0,0.0,0.0,0.0,"MnOx-CeO2 catalysts with different Mn/Ce mole ratios (0.33–2) were prepared by a redox co-precipitation method [34]. The KMnO4 precursor dissolved in deionized water, in a 10% stoichiometric excess, was titrated with a solution of Ce(NO3)3 and Mn(NO3)2 at 60 °C under vigorous stirring, keeping pH = 8.0 ± 0.3 using a 0.2 M KOH solution. After titration, the solid was digested for 30 min at 60 °C and then filtered, repeatedly washed with hot distilled water, and dried overnight at 100 °C. Aliquots of the dried samples were further calcined in air at 400 °C (6 h).  N2 adsorption and desorption isotherms were collected on an Autosorb-6 at −198 °C.",redox coprecipitation,composite amorphous solid solution interface,,,Fluorite,single,,,,0.0,0.0,0.0,160 umol O2 g-1,False,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,697b46006f7ebc629f8d5199,250.0,1.0,,20,50.0,30,1.0,20,10.1016/j.apcatb.2016.03.030
697cc9cbe3e5fca0f86701f7,4ea2479f622e4decdb0999a2e18a1f60f2f7554b,10.1007/s10562-021-03708-3,Ce95Mn5,0.95,39.0,650.0,0.5,11.0,0.07,0.0,0.0,"Pure cerium, manganese and copper oxides, as well as binary (Ce–Mn, Ce–Cu) and ternary oxide catalysts (Ce–Mn–Cu) were prepared through the solution combustion synthesis (SCS) [13, 19, 23,24,25]. The mixed oxide catalysts were prepared with different foreign metal contents: 5, 15 and 45 at.%. The notation is: Ce100−xMx, where M represents either Mn or Cu for the binary oxides, and Ce100−xMnx/2Cux/2 for the ternary oxides. Therefore, the list of powder catalysts prepared in the current work is: CeO2, Ce95Mn5, Ce85Mn15, Ce55Mn45, Mn2O3, Ce95Cu5, Ce85Cu15, Ce55Cu45, CuO, Ce95Mn2.5Cu2.5, Ce85Mn7.5Cu7.5, Ce55Mn22.5Cu22.5. During a typical synthesis, proper amounts of metal precursors, namely Ce(NO3)3·6H2O (Alfa Aesar); Mn(NO3)2·4H2O; Cu(NO3)2·3H2O (Sigma-Aldrich), were dissolved in 100 ml of deionized water along with a “fuel” (urea), whose amount was made in excess (200% of the stoichiometric amount). The amounts of precursors were defined to have nominal metal-to-cerium ratios. The mixture was stirred vigorously at r.t. for 5 min. Then, the homogeneous aqueous solution was heated in oven at 650 °C for 30 min.",solution combustion,,,12.0,Fluorite,single,True,sponge,SEM_100nm_697cc9cbe3e5fca0f86701f7.png,150.0,0.0,1.0,,False,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,697cc9cbe3e5fca0f86701f7,0.0,0.0,,100,40.0,550,0.5,5,10.1007/s10562-021-03708-3
697cc9cc0afa50114e1a5d02,b9898ca2460af6c6b2286a20602dd5030d695817,10.1007/s10562-021-03708-3,Ce85Mn15,0.85,41.0,650.0,0.5,15.0,0.12,0.0,0.0,"Pure cerium, manganese and copper oxides, as well as binary (Ce–Mn, Ce–Cu) and ternary oxide catalysts (Ce–Mn–Cu) were prepared through the solution combustion synthesis (SCS) [13, 19, 23,24,25]. The mixed oxide catalysts were prepared with different foreign metal contents: 5, 15 and 45 at.%. The notation is: Ce100−xMx, where M represents either Mn or Cu for the binary oxides, and Ce100−xMnx/2Cux/2 for the ternary oxides. Therefore, the list of powder catalysts prepared in the current work is: CeO2, Ce95Mn5, Ce85Mn15, Ce55Mn45, Mn2O3, Ce95Cu5, Ce85Cu15, Ce55Cu45, CuO, Ce95Mn2.5Cu2.5, Ce85Mn7.5Cu7.5, Ce55Mn22.5Cu22.5. During a typical synthesis, proper amounts of metal precursors, namely Ce(NO3)3·6H2O (Alfa Aesar); Mn(NO3)2·4H2O; Cu(NO3)2·3H2O (Sigma-Aldrich), were dissolved in 100 ml of deionized water along with a “fuel” (urea), whose amount was made in excess (200% of the stoichiometric amount). The amounts of precursors were defined to have nominal metal-to-cerium ratios. The mixture was stirred vigorously at r.t. for 5 min. Then, the homogeneous aqueous solution was heated in oven at 650 °C for 30 min.",solution combustion,,,7.0,Fluorite,single,True,spherical,SEM_100nm_697cc9cc0afa50114e1a5d02.png,150.0,0.0,1.0,,False,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,697cc9cc0afa50114e1a5d02,0.0,0.0,,100,40.0,550,0.5,5,10.1007/s10562-021-03708-3
697cc9ccc4a6816321539c5f,062c2bd1f1c40b13c1120708eba12819692726e1,10.1007/s10562-021-03708-3,Ce55Mn45,0.55,16.0,650.0,0.5,17.0,0.06,0.0,0.0,"Pure cerium, manganese and copper oxides, as well as binary (Ce–Mn, Ce–Cu) and ternary oxide catalysts (Ce–Mn–Cu) were prepared through the solution combustion synthesis (SCS) [13, 19, 23,24,25]. The mixed oxide catalysts were prepared with different foreign metal contents: 5, 15 and 45 at.%. The notation is: Ce100−xMx, where M represents either Mn or Cu for the binary oxides, and Ce100−xMnx/2Cux/2 for the ternary oxides. Therefore, the list of powder catalysts prepared in the current work is: CeO2, Ce95Mn5, Ce85Mn15, Ce55Mn45, Mn2O3, Ce95Cu5, Ce85Cu15, Ce55Cu45, CuO, Ce95Mn2.5Cu2.5, Ce85Mn7.5Cu7.5, Ce55Mn22.5Cu22.5. During a typical synthesis, proper amounts of metal precursors, namely Ce(NO3)3·6H2O (Alfa Aesar); Mn(NO3)2·4H2O; Cu(NO3)2·3H2O (Sigma-Aldrich), were dissolved in 100 ml of deionized water along with a “fuel” (urea), whose amount was made in excess (200% of the stoichiometric amount). The amounts of precursors were defined to have nominal metal-to-cerium ratios. The mixture was stirred vigorously at r.t. for 5 min. Then, the homogeneous aqueous solution was heated in oven at 650 °C for 30 min.",solution combustion,,,4.0,Fluorite & MnOy,multi,True,spherical,SEM_100nm_697cc9ccc4a6816321539c5f.png,150.0,0.0,1.0,,False,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,697cc9ccc4a6816321539c5f,0.0,0.0,,100,40.0,550,0.5,5,10.1007/s10562-021-03708-3
69b7d5419605ebc57c75316d,21665fd05c60437c21c8d85c5e5feae171beab2b,10.1007/s10562-019-03014-z,CeO2,1.0,100.3,350.0,2.3,7.52,0.17,0.0,0.0,"Cr-doped CeO2 nanorods (Ce1−xCrxO2−δ; X = 0.05, 0.1, and 0.15; X is the molar ratio of Cr/(Cr + Ce)) with different Cr contents were synthesized by a hydrothermal process [29]. Firstly, a NaOH solution with a concentration of 8 M was prepared. In a typical experiment, totally 4 mmol of Ce(NO3)3·6H2O and Cr(NO3)3·9H2O with different mole ratios were dissolved in 30 mL Milli-Q water under vigorous stirring until the corresponding salts were completely dissolved. There after an aqueous NaOH (60 mL) was added to the above solution at one time and kept stirring for 30 min. Subsequently, the formed mixed slurry was transferred to a 100 mL Teflon lined autoclave reactor and kept in the oven for 24 h at 100 °C. After cooling down to room temperature naturally, the precipitates were collected and washed with Milli-Q water/ethanol several times until free from ion impurities (Na+ and NO3− ions). Then, the obtained product was dried at 100 °C for 12 h in an electric oven and ground in a pestle and mortar to give the fine powder. Finally, the powder was calcined under static air at 350 °C (at a ramping rate of 5 °C/min) for 2.3 h in a muffle furnace to obtain Ce1−xCrxO2−δ nanorods. For convenience, the 5, 10, and 15% Cr-doped CeO2 nanorod catalysts were designated as 5CrCe, 10CrCe, and 15CrCe, respectively. Pure ceria nanorods were also synthesized under similar conditions and designated as CeO2",hydrothermal,solid solution,,9.03,Fluorite,single,True,nanorod,TEM_50nm_69b7d5419605ebc57c75316d.png,300.0,10.0,1.0,,False,5.45,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69b7d5419605ebc57c75316d,500.0,1.0,inert,100,10.0,500,1.0,10,10.1007/s10562-019-03014-z
69b96125f753f624649ce443,6c7925dc490d1cdbaddfe3cba2006a406a597745,10.2174/2405461503666180821130801,CM,0.7,58.0,500.0,5.0,,,,,"A simple and facile co-precipitation method was used to synthesize the optimized Ce0.7Mn0.3O2-δ, and Ce0.7Mn0.15Fe0.15O2-δ (mole ratio based on oxides) catalysts with the nanostructure. Therefore, in both the doped and codoped ceria samples, the total mole ratio of dopant oxides is equal to 30%. For synthesis, Ce(NO3)3.6H2O (Aldrich, AR grade), Mn(NO3)2.4H2O (Merck, AR grade), and Fe(NO3)3.9H2O (Aldrich, AR grade) were used as precursors of the respective metals. All the precursor materials are analytical grade reagents and used without further purification. In all experiments, double-distilled water is used. To synthesize nanosized Mn/Fe co-doped CeO2 catalyst, the desired quantity of Ce(NO3)3.6H2O was dissolved in distilled water and stirred for 1 h on a magnetic stirrer. An appropriate amount of Mn and Fe nitrate precursors were dissolved separately in distilled water and then added simultaneously to the above solution. Then, the mixture solution was stirred vigorously for 2 h to make a clear solution. Under constant stirring, ammonia solution (Merck, 25 wt%) was added to the precursor solution drop wise until the pH value of the solution is reached to 8.5 ± 0.05. After coprecipitation occurred, the solution containing the precipitated product was again stirred for another 12 h and followed by aging for 24 h. After that, the precipitate was separated by vacuum filtration and then washed several times with distilled water until free from anion impurities. The obtained precipitates were then dried in an oven at 373 K for 12 h. The oven dried sample was crushed using an agate mortar and calcined at 773 K for 5 h (with the heating rate of 5 K min−1) in a muffle furnace to obtain Ce0.7Mn0.15Fe0.15O2–δ solid solution. The Mn-doped CeO2 sample was also prepared with the similar process by adding the manganese precursor into CeO2 solution, separately. The un-doped CeO2 was also obtained by the same method. The synthesis process of Mn/Fe co-doped CeO2 solid solution is shown with the help of schematic diagram in Fig. S1 (Supporting Information). Hereafter, the synthesized Ce0.7Mn0.3O2-δ and Ce0.7Mn0.15Fe0.15O2-δ catalysts are denoted as CM and CMF, respectively. ",coprecipitation,solid solution,,7.19,Fluorite,single,True,morphology,SEM_1000nm_69b96125f753f624649ce443.png,0.0,0.0,0.0,,False,5.35,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69b96125f753f624649ce443,0.0,0.0,,100,50.0,500,0.5,10,10.2174/2405461503666180821130801
