data_config,model_config,split_mode,split_value,train_config,train_r2,train_mse,train_mae,test_r2,test_mse,test_mae,train_points,test_points,train_materials,test_materials
converted_weighted_method_mean_std_min_and_max_with_Ag,full_without_hybridisation,Remove_Metal,Hf,train_config_0,0.4974789023399353,0.056442152708768845,0.2020999789237976,0.5847327709197998,0.040529634803533554,0.16943439841270447,1936,65,184,4
converted_weighted_method_mean_std_min_and_max_with_Ag,full_without_hybridisation,Remove_Metal,Pr,train_config_0,0.29432594776153564,0.07893764972686768,0.2483159601688385,0.2484075427055359,0.08212942630052567,0.25615450739860535,1909,92,179,9
converted_weighted_method_mean_std_min_and_max_with_Ag,full_without_hybridisation,Remove_Metal,La,train_config_0,0.7329686880111694,0.029960546642541885,0.129081591963768,0.7947862148284912,0.021948911249637604,0.11997532844543457,1852,149,176,12
converted_weighted_method_mean_std_min_and_max_with_Ag,full_without_hybridisation,Remove_Metal,Eu,train_config_0,-0.037787675857543945,0.11611369252204895,0.3016585409641266,0.01023012399673462,0.101903036236763,0.28636589646339417,1958,43,185,3
converted_weighted_method_mean_std_min_and_max_with_Ag,full_without_hybridisation,Remove_Metal,Tb,train_config_0,0.030214011669158936,0.10862862318754196,0.29567012190818787,0.028612732887268066,0.09783029556274414,0.282273530960083,1976,25,186,2
converted_weighted_method_mean_std_min_and_max_with_Ag,full_without_hybridisation,Remove_Metal,Ti,train_config_0,0.4733799695968628,0.05899520590901375,0.2089284360408783,0.7482420206069946,0.020730767399072647,0.1291266679763794,1978,23,186,2
converted_weighted_method_mean_std_min_and_max_with_Ag,full_without_hybridisation,Remove_Metal,Ag,train_config_0,0.28318655490875244,0.07998641580343246,0.2517741024494171,0.017800450325012207,0.1299465447664261,0.32167455554008484,1981,20,185,3
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Random_by_Material,0.2,train_config_0,0.7241415977478027,0.030914753675460815,0.1324629932641983,0.4825282096862793,0.05749121680855751,0.186212956905365,1598,403,150,38
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Fe,train_config_0,0.0008841753005981445,0.11296690255403519,0.2996669113636017,-0.07975387573242188,0.10077601671218872,0.27930212020874023,1860,141,177,11
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Mn,train_config_0,0.09465897083282471,0.10030213743448257,0.28341755270957947,0.1144518256187439,0.09943641722202301,0.2808109521865845,1305,696,126,62
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Cu,train_config_0,0.33147990703582764,0.07385518401861191,0.2396092712879181,0.24173837900161743,0.08442439138889313,0.2584698796272278,1539,462,130,58
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Zr,train_config_0,0.5330337285995483,0.052696604281663895,0.1949780136346817,0.5008485317230225,0.05033249408006668,0.19181868433952332,1779,222,169,19
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Co,train_config_0,0.02623051404953003,0.10853004455566406,0.2952170968055725,0.03693342208862305,0.11510428786277771,0.3007393479347229,1897,104,174,14
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Ni,train_config_0,0.007805347442626953,0.11045277118682861,0.2979995608329773,-0.03592503070831299,0.12466669827699661,0.3207312524318695,1911,90,177,11
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Sn,train_config_0,0.7247976660728455,0.030719421803951263,0.13047495484352112,0.6586717367172241,0.037842508405447006,0.14432966709136963,1973,28,185,3
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Gd,train_config_0,0.4667239785194397,0.060034800320863724,0.20992465317249298,0.4966363310813904,0.052766334265470505,0.18843340873718262,1809,192,171,17
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Bi,train_config_0,-0.017118334770202637,0.1143999695777893,0.3025722801685333,-0.12611889839172363,0.10814455896615982,0.29335886240005493,1870,131,175,13
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Sm,train_config_0,0.6216902732849121,0.04240763559937477,0.16433840990066528,0.732528805732727,0.029079604893922806,0.1256544440984726,1858,143,175,13
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Nd,train_config_0,0.6246465444564819,0.04202703759074211,0.16507558524608612,0.4808810353279114,0.05506135895848274,0.19231204688549042,1922,79,177,11
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Hf,train_config_0,0.5545216798782349,0.05003521963953972,0.1871308535337448,0.572917640209198,0.04168277978897095,0.17598854005336761,1936,65,184,4
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Pr,train_config_0,0.45977842807769775,0.06042990833520889,0.2127426564693451,0.3167262673377991,0.07466397434473038,0.2306414544582367,1909,92,179,9
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,La,train_config_0,0.7273521423339844,0.030590716749429703,0.1288958638906479,0.8207325339317322,0.019173791632056236,0.112383171916008,1852,149,176,12
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Eu,train_config_0,-0.06116485595703125,0.11872927844524384,0.308145672082901,-0.11120760440826416,0.11440581828355789,0.3042029142379761,1958,43,185,3
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Tb,train_config_0,-0.00862276554107666,0.11297885328531265,0.29961055517196655,-0.03463554382324219,0.10420015454292297,0.2887561321258545,1976,25,186,2
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Ti,train_config_0,0.5700278878211975,0.0481681153178215,0.1817556619644165,0.8337288498878479,0.013691435568034649,0.09415298700332642,1978,23,186,2
converted_weighted_method_mean_std_min_and_max_with_Ag,only_tpr_branch,Remove_Metal,Ag,train_config_0,0.45143991708755493,0.06121167913079262,0.21472403407096863,0.09563708305358887,0.11964863538742065,0.29352712631225586,1981,20,185,3
osc_class_b,full_without_hybridisation,Random_by_Material,0.2,train_config_0,0.038199663162231445,0.10778652131557465,0.2942878305912018,0.017782986164093018,0.10912449657917023,0.2954270839691162,1598,403,150,38
osc_class_b,full_without_hybridisation,Remove_Metal,Fe,train_config_0,0.005225837230682373,0.11247600615024567,0.3013556897640228,-0.0031213760375976562,0.09362372010946274,0.2693841755390167,1860,141,177,11
osc_class_b,full_without_hybridisation,Remove_Metal,Mn,train_config_0,-0.017767906188964844,0.1127578467130661,0.2971048355102539,-0.09617877006530762,0.12308769673109055,0.31170654296875,1305,696,126,62
osc_class_b,full_without_hybridisation,Remove_Metal,Cu,train_config_0,0.01733553409576416,0.1085604876279831,0.2950976490974426,0.0013477802276611328,0.1111893430352211,0.3007785379886627,1539,462,130,58
osc_class_b,full_without_hybridisation,Remove_Metal,Zr,train_config_0,0.30182206630706787,0.07878857105970383,0.2477075606584549,0.2699010372161865,0.07362034171819687,0.2331271469593048,1779,222,169,19
osc_class_b,full_without_hybridisation,Remove_Metal,Co,train_config_0,0.014399886131286621,0.10984861850738525,0.2964637577533722,0.0009353160858154297,0.11940672993659973,0.31287500262260437,1897,104,174,14
osc_class_b,full_without_hybridisation,Remove_Metal,Ni,train_config_0,0.05844980478286743,0.10481494665145874,0.2901786267757416,0.051149070262908936,0.11418791860342026,0.30626457929611206,1911,90,177,11
osc_class_b,full_without_hybridisation,Remove_Metal,Sn,train_config_0,0.5868592262268066,0.04611678421497345,0.17844097316265106,0.5032907724380493,0.055069345980882645,0.19970378279685974,1973,28,185,3
osc_class_b,full_without_hybridisation,Remove_Metal,Gd,train_config_0,0.09392058849334717,0.1020040214061737,0.28600290417671204,0.17272216081619263,0.08672142773866653,0.26258182525634766,1809,192,171,17
osc_class_b,full_without_hybridisation,Remove_Metal,Bi,train_config_0,-0.01910233497619629,0.11462312936782837,0.3033558130264282,-0.11914896965026855,0.10747520625591278,0.29372721910476685,1870,131,175,13
