data_config,model_config,split_mode,split_value,train_config,train_r2,train_mse,train_mae,test_r2,test_mse,test_mae,train_points,test_points,train_materials,test_materials
converted_slot_method,standard_mlp_sigmoid_curve,Remove_Metal,Sm,train_config_0,0.5362197160720825,0.05216172710061073,0.1888645887374878,0.4080381989479065,0.06435838341712952,0.1899380385875702,1724,143,162,13
converted_slot_method,standard_mlp_sigmoid_curve,Remove_Metal,Hf,train_config_0,0.43659037351608276,0.0634913221001625,0.21400748193264008,0.31120866537094116,0.06722529232501984,0.22899487614631653,1802,65,171,4
converted_slot_method,standard_mlp_sigmoid_curve,Remove_Metal,Pr,train_config_0,0.6618307828903198,0.03794186934828758,0.14799948036670685,0.47831785678863525,0.05700623616576195,0.187667578458786,1775,92,166,9
converted_slot_method,standard_mlp_sigmoid_curve,Remove_Metal,La,train_config_0,0.5738493204116821,0.047977346926927567,0.17705033719539642,0.5175631046295166,0.05159968137741089,0.19303572177886963,1718,149,163,12
converted_slot_method,standard_mlp_sigmoid_curve,Remove_Metal,Ti,train_config_0,0.27992963790893555,0.08091035485267639,0.24331723153591156,0.710765540599823,0.023816732689738274,0.13241131603717804,1844,23,173,2
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Fe,train_config_0,0.6548402309417725,0.03917663171887398,0.15902253985404968,0.5835072994232178,0.038872264325618744,0.16422352194786072,1726,141,164,11
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Mn,train_config_0,0.3653342127799988,0.0706431046128273,0.23458504676818848,0.0944628119468689,0.10164111852645874,0.2800913453102112,1211,656,119,56
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Cu,train_config_0,0.3587369918823242,0.07131151109933853,0.23580476641654968,0.20484769344329834,0.08748318254947662,0.2529030442237854,1451,416,124,51
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Zr,train_config_0,0.46614813804626465,0.06043624505400658,0.211893692612648,0.1540500521659851,0.08426900953054428,0.2550167143344879,1664,203,158,17
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Co,train_config_0,0.6592745780944824,0.03808179870247841,0.15750372409820557,0.42124927043914795,0.06917142868041992,0.21429532766342163,1763,104,161,14
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Ni,train_config_0,0.6801793575286865,0.03569738566875458,0.1515415757894516,0.6151343584060669,0.046316031366586685,0.17431983351707458,1777,90,164,11
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Sn,train_config_0,0.5558449029922485,0.04961373284459114,0.1869007796049118,0.39423906803131104,0.07583578675985336,0.2284001111984253,1813,54,167,8
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Gd,train_config_0,0.6867828369140625,0.03539115563035011,0.14667367935180664,0.6405580043792725,0.037679385393857956,0.15486635267734528,1675,192,158,17
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Bi,train_config_0,0.5904502868652344,0.04622047021985054,0.17996430397033691,0.7574912905693054,0.02328883670270443,0.12115981429815292,1736,131,162,13
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Sm,train_config_0,0.7274739742279053,0.030651217326521873,0.13312391936779022,0.7020195126533508,0.0323965884745121,0.12120132148265839,1724,143,162,13
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Hf,train_config_0,0.005985736846923828,0.11201668530702591,0.3003523647785187,-0.005463123321533203,0.09813212603330612,0.2772359848022461,1802,65,171,4
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Pr,train_config_0,0.6643797159194946,0.03765588626265526,0.15586772561073303,0.4311143755912781,0.06216433644294739,0.20616033673286438,1775,92,166,9
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,La,train_config_0,0.7897318005561829,0.02367263473570347,0.10776246339082718,0.7623738050460815,0.025415625423192978,0.11414530128240585,1718,149,163,12
converted_weighted_method_mean_std_min_and_max,standard_mlp,Remove_Metal,Ti,train_config_0,0.6153212189674377,0.04322424530982971,0.17053928971290588,0.8544533848762512,0.01198489684611559,0.09169194102287292,1844,23,173,2
